Country,AK,AL,AR,AZ,BOP,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,Military,NC,ND,NE,NH,NJ,NM,NN,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,US,UT,VA,VI,VT,WA,WI,WV,WY
2020/5/24,408,14147,5772,16053,5309,92629,23995,40022,7966,8690,50126,42233,165,643,16893,2626,107792,30893,8976,8568,37021,91662,45495,2013,54361,19843,11966,,13005,479,8950,22879,2315,11960,4089,152546,6791,4434,7763,365139,31407,5954,3884,71005,3100,13952,9895,4468,19779,54708,1660588,8258,35732,,954,19999,14875,1701,813
2020/5/25,408,14473,5920,16377,5350,94407,24174,40465,8110,8809,50864,42881,166,643,17248,2626,110295,31369,9001,8568,37072,92675,46313,2055,54676,20573,12130,,13251,479,8950,23366,2364,12132,4149,153752,6939,4633,7875,366464,31909,6032,3922,71557,3189,14065,10092,4563,20102,55885,1680729,8390,36243,,956,20430,15276,1753,837
2020/5/26,409,14985,6028,16635,5350,96595,24292,40873,8225,8965,51743,43308,166,643,17597,2626,112008,31706,9122,8568,37710,93271,47150,2074,54877,21313,12470,,13458,479,8950,24058,2402,12356,4197,154741,7022,4689,7949,367923,32474,6087,3945,72327,3260,14065,10177,4586,20532,56374,1700481,8519,37724,,962,20745,15583,1777,843
2020/5/27,411,15650,6177,16863,5415,99810,24574,41234,8334,9066,52252,43940,167,643,17698,2699,113185,32067,9197,8949,38044,93693,47684,2109,55100,21960,12565,,13731,479,9173,24456,2420,12615,4231,155443,7128,4689,8050,368948,33002,6133,3964,72774,3324,14210,10415,4653,20888,57229,1719710,8618,39333,,967,21029,15860,1855,850
2020/5/28,412,16027,6277,17317,5643,101837,24825,41288,8406,9096,52631,44570,170,644,18354,2731,114305,32424,9289,9075,38486,94220,48423,2137,55591,22461,12815,,14044,481,9276,24917,2437,12978,4286,156779,7250,4842,8149,370231,33437,6223,4034,73553,3397,14352,10622,4706,21280,58562,1739547,8704,40245,,971,21227,16461,1885,860
2020/5/29,425,16529,6537,17877,5643,103935,25152,41559,8492,9171,53282,45230,171,647,18582,2769,115832,33057,9369,9180,38790,94895,49708,2189,56014,22945,12962,,14371,485,9352,25823,2479,13242,4389,157866,7360,4944,8247,371912,33914,6267,4082,74220,3486,14494,10788,4787,21673,60427,1762059,8919,41400,,973,21538,16972,1927,876
2020/5/30,430,17031,6776,18518,5832,106952,25663,41762,8538,9236,54496,45846,172,648,18952,2803,117450,33549,9656,9458,38790,95512,50987,2225,56536,23528,13153,,14790,492,9449,26882,2518,13651,4492,158640,7488,5044,8375,373420,34564,6335,4130,74983,3647,14635,11130,4866,22057,61613,1786772,9264,42531,,975,21836,17704,1967,891
2020/5/31,434,17357,7010,19354,5909,109974,26113,42022,8717,9422,55421,46321,172,651,19237,2839,118912,34204,9694,9696,39564,96301,52015,2280,56883,24184,13298,,15226,504,9449,27795,2552,13903,4545,159485,7622,5145,8516,374706,35030,6417,4185,75697,3718,14819,11394,4960,22563,62880,1810262,9533,43609,,977,22037,18227,1983,897
2020/6/1,460,17952,7252,19968,5913,112288,26379,42201,8801,9498,56161,47055,172,652,19543,2839,120257,34569,9743,9696,39899,96965,52715,2322,57391,24847,13436,,15511,514,9449,28786,2575,14097,4651,160445,7688,5250,8627,375782,35509,6417,4243,76127,3776,14928,11859,4993,22563,64667,1830341,9796,44605,,981,22318,18400,2003,903
2020/6/2,467,18534,7442,20281,5947,115108,26577,42740,8857,9605,56828,47863,175,652,19696,2905,121232,34820,9910,10034,40321,100802,53326,2345,57528,25205,13720,,15734,518,9885,29593,2624,14344,4685,160918,7795,5250,8701,376795,35979,6568,4301,76644,3873,14991,12143,5034,22563,65614,1851941,9998,45396,,983,22717,18538,2022,910
2020/6/3,487,18764,7818,21383,6229,117493,26814,42978,8886,9685,57447,48185,175,652,19996,2932,122843,35234,9960,10172,40727,101161,54171,2374,57728,25501,14015,,16020,522,10133,30024,2646,14615,4749,161545,8020,5479,8855,378113,36347,6688,4334,77221,3935,15112,12414,5066,24330,67351,1874386,10202,46227,,988,22953,18917,2051,912
2020/6/4,505,18850,8065,22353,6344,119745,27083,43091,9016,9712,58762,48879,177,653,20296,2989,123823,35704,10088,10408,41108,101592,54981,2415,58011,25868,14183,,16309,524,10203,31277,2679,14886,4795,162068,8136,5533,8951,379138,36792,6803,4398,77779,4023,15219,12647,5160,24829,68876,1894941,10497,46900,,990,23287,19394,2074,915
2020/6/5,513,19072,8425,22886,6380,122936,27386,43238,9120,9746,60182,49839,179,655,20801,3053,124752,36089,10163,10704,41532,102063,55858,2445,58238,26273,14412,,16555,536,10285,32076,2706,15139,4875,162530,8349,5661,9129,380229,37280,6903,4473,78328,4508,15325,13002,5246,25190,70751,1917620,10813,47851,,1025,23556,19889,2097,921
2020/6/6,524,19387,8651,24438,6477,126280,27641,43460,9199,9773,61487,50613,179,664,21147,3111,125906,36573,10302,10976,41989,102556,56760,2481,58525,26980,14760,,16769,538,10285,33296,2745,15406,4953,163336,8669,5730,9309,381264,37757,7002,4569,78815,4620,15441,13441,5276,25664,72544,1942081,11252,48528,,1027,23879,20248,2117,933
2020/6/7,536,20043,9101,25614,6539,128660,27880,43817,9269,9845,62758,51355,179,673,21468,3139,126886,36994,10358,11283,42485,103132,57482,2523,63983,27500,14951,,17034,539,10285,34719,2816,15572,5018,163885,8798,5808,9490,382331,38109,7059,4661,79505,4915,15441,13914,5367,26177,74468,1970393,11798,49388,,1046,24228,20571,2130,939
2020/6/8,544,20500,9425,26989,6650,130931,28033,43967,9332,9942,63934,51847,179,675,21779,3139,127748,37390,10403,11283,42816,103436,57970,2570,64413,27885,15023,,17269,544,10285,35626,2861,15664,5043,164164,8938,5808,9670,383198,38476,7149,4804,79905,4985,15441,14284,5438,26486,75410,1987121,12066,49388,,1063,24454,20834,2140,947
2020/6/9,563,20925,9738,27677,6741,134029,28200,44092,9389,9972,64901,52472,179,676,22095,3189,128410,37613,10537,11466,43050,103624,58398,2588,64701,28224,15158,,17768,547,10822,36518,2879,15786,5079,164491,9060,6020,9816,383893,38835,7203,4918,80338,5046,15642,14796,5471,26881,76258,2006538,12319,51238,,1075,24777,21033,2158,958
2020/6/10,573,21422,10080,28296,6822,137060,28375,44177,9474,10020,65998,53245,180,682,22233,3221,129210,38027,10604,11705,43612,103887,58903,2606,64982,28521,15352,,18123,553,10822,37228,2901,15918,5131,164787,9105,6150,10045,384561,39159,7363,4988,80869,5185,15691,15220,5523,27575,78249,2025845,12559,51734,,1084,25048,21308,2176,970
2020/6/11,593,21989,10368,29852,6832,139782,28517,44347,9537,10056,67371,53980,180,685,22626,3260,129837,38337,10750,11883,44030,104156,59465,2637,65182,28869,15512,,18483,561,11083,38498,2941,16058,5178,165346,9250,6150,10218,385202,39576,7483,5060,81316,5329,15756,15759,5604,27930,80777,2046880,12864,52177,,1095,25072,21593,2194,980
